months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_hobbies,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,fraud_reported
224,42,500,1212.75,0,FEMALE,kayaking,0,-51400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,11,1,missing,0,0,YES,55200,N
194,34,1000,1423.34,0,MALE,camping,55300,-37900,Vehicle Theft,missing,Minor Damage,None,0,1,YES,0,3,NO,9100,N
385,51,1000,976.37,0,FEMALE,reading,0,-61000,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,14,3,missing,1,3,missing,67600,N
100,33,500,1124.59,6000000,MALE,golf,67300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,4,1,NO,1,2,NO,40800,N
371,50,1000,1569.33,0,MALE,board-games,79600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,2,3,NO,2,1,YES,84500,Y
175,39,500,1359.36,5000000,MALE,hiking,0,-43600,Multi-vehicle Collision,Front Collision,Major Damage,Other,9,3,YES,2,2,YES,71610,Y
373,55,500,1607.36,0,MALE,yachting,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,21,4,missing,0,2,NO,60600,Y
258,41,500,1042.25,0,MALE,reading,0,-44400,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,0,3,NO,2,3,NO,81240,Y
255,39,500,1453.95,0,FEMALE,bungie-jumping,38200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,YES,0,3,NO,29300,N
37,31,500,1969.63,0,FEMALE,skydiving,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,21,3,NO,1,1,YES,76450,N
322,44,1000,1156.19,0,FEMALE,cross-fit,49900,-62700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,YES,0,3,missing,49400,N
204,38,2000,1124.47,0,FEMALE,kayaking,0,-45100,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,5,1,NO,0,1,missing,90530,N
76,31,500,1493.5,5000000,FEMALE,movies,39900,-44000,Vehicle Theft,missing,Minor Damage,Police,7,1,NO,2,1,NO,8030,N
193,40,500,1155.38,0,FEMALE,movies,34200,-32300,Single Vehicle Collision,Side Collision,Minor Damage,Fire,6,1,NO,0,0,YES,63900,N
405,55,500,878.19,0,MALE,golf,57100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,2,4,YES,0,2,NO,38640,N
435,58,2000,1145.85,0,MALE,movies,0,-40000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,19,3,missing,1,1,YES,41490,N
54,35,500,1261.28,0,FEMALE,hiking,68500,-42100,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,21,3,YES,2,0,missing,79090,N
144,35,500,1427.46,0,MALE,cross-fit,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,missing,0,0,missing,87900,N
92,32,500,1592.41,0,MALE,yachting,58900,-29100,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,missing,2,3,YES,53400,N
173,36,1000,1274.63,0,MALE,basketball,51000,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,22,1,YES,2,3,NO,52030,N
436,60,500,1362.31,0,MALE,bungie-jumping,67600,-65300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,16,1,NO,0,2,NO,82060,N
155,35,1000,919.37,0,FEMALE,hiking,83600,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,0,1,missing,0,3,missing,48360,N
78,31,1000,1377.23,0,FEMALE,kayaking,72600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,1,3,missing,2,1,missing,52290,N
440,57,1000,995.55,5000000,MALE,paintball,51500,-52100,Multi-vehicle Collision,Rear Collision,Major Damage,Police,19,3,YES,0,3,missing,68200,Y
264,43,500,1508.12,6000000,MALE,basketball,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,missing,2,1,NO,60750,Y
66,30,500,484.67,0,FEMALE,paintball,21100,-60800,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,3,missing,0,2,YES,65560,Y
366,50,1000,1561.41,0,FEMALE,basketball,21200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,5,3,YES,1,3,NO,70290,N
188,37,500,1457.21,0,FEMALE,hiking,46300,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,1,missing,2,0,YES,45000,N
224,39,1000,1128.71,0,FEMALE,sleeping,0,-47100,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,21,3,YES,2,1,missing,61800,N
253,46,500,1358.2,0,FEMALE,movies,52900,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,11,3,YES,0,0,NO,64570,N
446,61,1000,1232.79,0,FEMALE,reading,49900,-62100,Single Vehicle Collision,Rear Collision,Minor Damage,Other,3,1,YES,2,0,YES,70500,N
169,37,1000,936.19,0,MALE,movies,70600,-48500,Multi-vehicle Collision,Side Collision,Total Loss,Police,4,3,missing,2,1,YES,57900,N
255,46,500,1302.34,0,FEMALE,video-games,0,-52600,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,2,3,NO,1,0,NO,57860,N
209,39,500,1264.99,0,MALE,polo,67800,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,22,1,missing,1,1,NO,37800,N
210,37,500,1467.76,0,FEMALE,hiking,38700,-33100,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,8,1,missing,1,3,YES,63300,N
174,33,2000,1124.43,0,FEMALE,paintball,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,14,3,YES,0,1,YES,44200,N
70,28,1000,1319.81,0,MALE,yachting,67200,-59400,Multi-vehicle Collision,Side Collision,Minor Damage,Police,14,4,NO,1,0,YES,31680,N
89,32,2000,1482.53,0,FEMALE,kayaking,49100,-45100,Parked Car,missing,Trivial Damage,Police,5,1,YES,1,2,missing,100,N
458,61,1000,1328.18,0,FEMALE,bungie-jumping,53000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,2,1,NO,56340,N
239,40,500,1463.95,0,FEMALE,skydiving,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,missing,0,0,YES,69740,N
161,38,2000,1133.85,0,MALE,exercise,60200,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,0,3,YES,2,2,YES,60480,N
446,61,1000,1037.32,0,FEMALE,skydiving,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,missing,2,1,NO,80880,N
476,61,1000,1562.8,0,FEMALE,dancing,42800,-68200,Single Vehicle Collision,Front Collision,Total Loss,Fire,10,1,missing,1,2,YES,49390,N
70,29,1000,1425.79,0,FEMALE,video-games,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,12,1,NO,0,3,missing,69360,N
233,41,2000,1615.14,0,FEMALE,board-games,67100,0,Vehicle Theft,missing,Minor Damage,None,6,1,NO,0,1,missing,3740,N
122,33,500,1236.5,0,MALE,bungie-jumping,0,-48700,Parked Car,missing,Trivial Damage,None,1,1,NO,0,1,NO,5060,N
335,48,2000,1017.97,0,FEMALE,chess,59900,-34800,Multi-vehicle Collision,Front Collision,Total Loss,Police,21,3,NO,0,0,YES,35860,Y
257,40,2000,1306.0,0,MALE,cross-fit,46100,-46900,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,YES,2,1,missing,50050,Y
85,27,2000,1174.14,0,MALE,dancing,50400,-61500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,14,4,YES,0,0,NO,59070,N
133,30,1000,1231.01,0,MALE,board-games,0,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,NO,1,2,missing,28440,N
119,34,500,1299.18,0,FEMALE,hiking,57100,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,7,1,YES,2,1,YES,45540,Y
169,34,500,1469.75,0,FEMALE,reading,0,-57600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,missing,0,0,YES,38700,N
225,39,500,1390.72,0,MALE,paintball,83900,-52100,Parked Car,missing,Trivial Damage,None,6,1,YES,2,1,YES,5830,N
84,32,500,1694.09,7000000,FEMALE,cross-fit,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,YES,0,2,missing,57240,Y
169,39,2000,1140.15,0,MALE,exercise,0,-36800,Multi-vehicle Collision,Rear Collision,Total Loss,Police,9,3,YES,0,3,NO,46200,N
124,32,1000,1310.71,0,FEMALE,kayaking,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,23,1,YES,0,1,NO,57700,N
320,48,2000,1730.49,7000000,MALE,hiking,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,13,3,NO,2,0,NO,56160,N
297,47,500,1616.65,7000000,MALE,movies,0,-59500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,0,3,missing,0,3,YES,44400,N
421,56,500,1935.85,4000000,MALE,reading,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,7,1,missing,2,3,missing,92730,Y
136,33,1000,855.14,0,FEMALE,paintball,37900,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,YES,0,1,YES,30700,N
46,24,2000,1568.47,4000000,FEMALE,yachting,46800,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,7,1,NO,2,0,missing,56600,N
34,24,2000,1550.53,0,FEMALE,dancing,0,-27700,Parked Car,missing,Trivial Damage,None,20,1,YES,0,1,missing,3960,N
95,30,2000,1370.92,0,MALE,video-games,48900,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,22,1,YES,0,3,missing,34800,N
140,36,500,1363.59,0,FEMALE,kayaking,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,missing,2,0,YES,79500,N
200,34,1000,828.42,3000000,FEMALE,basketball,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,10,1,missing,2,2,NO,56000,N
123,29,500,1209.63,0,FEMALE,chess,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,17,1,YES,1,0,YES,73260,Y
267,46,2000,1111.17,0,MALE,base-jumping,35000,0,Parked Car,missing,Trivial Damage,None,3,1,YES,2,3,YES,4950,N
290,42,500,989.97,0,MALE,kayaking,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,10,1,NO,0,1,NO,48000,N
45,37,1000,1114.23,0,MALE,dancing,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,YES,0,1,YES,52200,N
186,38,2000,1347.31,0,FEMALE,dancing,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,NO,2,3,missing,73800,N
135,34,2000,1687.53,0,FEMALE,base-jumping,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,7,1,missing,1,2,NO,78200,N
110,33,1000,1183.48,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,19,1,missing,2,3,NO,55200,Y
259,43,2000,1537.13,0,FEMALE,kayaking,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,3,3,NO,0,2,YES,57060,N
114,30,1000,1173.25,0,FEMALE,dancing,0,-34700,Vehicle Theft,missing,Minor Damage,None,3,1,NO,0,3,YES,4680,N
404,56,1000,1361.16,4000000,FEMALE,cross-fit,0,-63700,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,23,1,NO,2,0,YES,53100,Y
282,48,2000,1422.56,7000000,FEMALE,video-games,26900,-55300,Vehicle Theft,missing,Minor Damage,None,7,1,missing,1,2,NO,3520,N
57,25,2000,1143.06,0,FEMALE,dancing,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,0,1,YES,72900,N
215,38,500,1405.71,0,FEMALE,camping,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,10,1,missing,0,1,NO,70700,N
140,30,500,1354.2,0,FEMALE,bungie-jumping,100500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,4,missing,0,0,missing,60170,N
250,42,500,1055.6,0,MALE,paintball,69500,-40700,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,missing,1,1,missing,74800,Y
286,41,1000,999.43,0,MALE,paintball,25800,0,Vehicle Theft,missing,Trivial Damage,Police,3,1,YES,2,0,missing,4100,N
356,47,2000,1155.97,0,MALE,camping,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,5,1,YES,0,3,missing,61490,N
65,29,1000,1726.91,0,MALE,basketball,0,0,Vehicle Theft,missing,Trivial Damage,None,14,1,missing,0,0,missing,7200,N
187,34,500,1232.57,0,FEMALE,polo,59500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,7,3,missing,0,0,missing,45100,N
386,53,500,1078.65,0,MALE,camping,36800,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,missing,2,3,YES,66660,N
197,41,1000,1324.78,0,FEMALE,basketball,0,-64500,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,NO,2,2,YES,76400,Y
166,37,500,1518.54,0,FEMALE,kayaking,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,10,1,YES,1,1,NO,58300,N
293,49,2000,1239.06,0,FEMALE,skydiving,34900,0,Single Vehicle Collision,Front Collision,Total Loss,Police,19,1,missing,1,1,missing,57310,N
179,32,2000,1246.68,0,FEMALE,movies,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,missing,0,1,missing,53100,N
76,24,1000,1622.67,0,FEMALE,paintball,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,6,3,NO,1,1,missing,74700,N
105,28,500,1082.36,0,FEMALE,golf,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,12,3,NO,2,2,NO,60500,N
97,26,1000,1270.55,0,MALE,chess,0,-72100,Multi-vehicle Collision,Side Collision,Total Loss,Other,10,3,YES,2,3,NO,84920,Y
148,36,1000,1236.32,5000000,FEMALE,hiking,55100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,0,1,NO,2,0,NO,61050,N
77,26,2000,785.82,0,MALE,movies,49700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,12,3,YES,2,0,missing,69080,Y
295,46,500,1265.84,0,FEMALE,paintball,52200,-44500,Vehicle Theft,missing,Minor Damage,None,10,1,YES,1,3,YES,4560,N
126,28,500,1508.9,0,FEMALE,skydiving,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,4,NO,0,1,missing,67800,N
132,32,2000,1106.84,0,MALE,reading,43100,-31900,Vehicle Theft,missing,Minor Damage,Police,21,1,YES,1,1,YES,5600,N
370,55,2000,1389.13,7000000,MALE,basketball,0,-53200,Vehicle Theft,missing,Minor Damage,None,6,1,missing,0,2,missing,9000,N
257,43,1000,974.84,0,FEMALE,kayaking,52100,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,0,1,NO,0,1,YES,85320,N
9,24,2000,1304.46,0,FEMALE,golf,51700,-33300,Vehicle Theft,missing,Trivial Damage,None,6,1,NO,0,3,YES,5940,Y
185,34,500,1257.36,0,FEMALE,movies,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,YES,1,1,missing,51370,Y
234,43,500,1257.04,0,MALE,reading,0,-48800,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,NO,2,2,YES,51600,N
253,44,2000,719.52,0,FEMALE,golf,45800,0,Parked Car,missing,Trivial Damage,None,9,1,NO,0,3,missing,5400,N
233,39,2000,1524.18,0,MALE,reading,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,3,missing,1,0,YES,48870,N
274,44,500,1395.58,0,FEMALE,reading,0,0,Vehicle Theft,missing,Minor Damage,Police,7,1,NO,2,1,missing,5590,N
297,48,1000,1243.68,0,MALE,camping,0,-71400,Multi-vehicle Collision,Front Collision,Major Damage,Other,18,3,missing,0,2,missing,54960,Y
273,47,1000,1189.04,0,FEMALE,video-games,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,0,3,NO,1,3,missing,39800,N
147,37,2000,1375.29,0,FEMALE,chess,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,11,3,missing,0,1,missing,56160,Y
285,42,500,1389.13,0,MALE,golf,63100,-79400,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,NO,0,3,missing,52700,N
289,43,1000,1387.51,0,FEMALE,base-jumping,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,19,3,YES,1,3,missing,68580,N
427,60,1000,1178.61,7000000,MALE,board-games,0,-54400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,23,1,YES,1,2,YES,90860,Y
380,53,2000,1166.62,6000000,MALE,bungie-jumping,0,0,Parked Car,missing,Trivial Damage,Police,23,1,NO,0,3,NO,5700,N
13,21,1000,1556.31,0,MALE,golf,0,-75000,Multi-vehicle Collision,Side Collision,Total Loss,Police,19,3,YES,2,0,YES,94930,N
282,43,500,1452.27,0,MALE,video-games,75800,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,19,1,NO,1,2,NO,46800,Y
312,47,1000,1212.07,0,FEMALE,polo,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,NO,2,3,NO,56320,N
266,46,2000,1578.54,0,MALE,chess,0,-41400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,3,YES,83490,N
30,36,500,1488.26,0,FEMALE,golf,0,-63500,Multi-vehicle Collision,Side Collision,Total Loss,Police,17,3,NO,2,2,missing,57900,N
198,36,1000,1096.39,0,MALE,kayaking,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,11,3,missing,1,3,YES,49410,N
290,45,2000,1215.36,0,MALE,reading,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,22,3,missing,0,1,NO,66200,N
260,46,2000,1482.57,0,MALE,reading,35000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,7,1,NO,0,1,NO,64080,N
233,43,1000,954.18,0,FEMALE,dancing,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,missing,2,3,YES,42500,N
130,30,2000,1193.4,0,MALE,bungie-jumping,0,-40800,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,3,NO,2,3,missing,48950,N
230,42,1000,1023.11,0,FEMALE,golf,0,-45300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,13,3,NO,1,2,YES,58850,N
212,40,1000,1524.45,0,FEMALE,golf,73200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,YES,0,2,YES,82400,N
299,44,1000,1653.32,0,FEMALE,bungie-jumping,0,-48800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,3,1,YES,2,0,missing,54240,N
91,26,1000,1022.46,0,FEMALE,video-games,52700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,missing,0,2,missing,74200,N
398,53,2000,1396.43,0,FEMALE,base-jumping,21500,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,16,1,YES,2,1,missing,47430,N
218,43,500,1521.55,0,FEMALE,polo,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,missing,1,3,YES,68200,Y
152,33,1000,1034.27,0,FEMALE,exercise,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,0,NO,63900,N
212,39,1000,1255.35,0,FEMALE,skydiving,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,22,2,NO,0,3,YES,59300,N
242,44,2000,1396.89,6000000,FEMALE,chess,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,NO,1,2,YES,66900,Y
80,27,500,795.31,0,MALE,skydiving,0,-51000,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,YES,1,3,missing,40810,Y
260,43,500,982.22,0,FEMALE,skydiving,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,18,1,missing,1,0,missing,75400,N
133,34,500,1074.07,0,FEMALE,bungie-jumping,70900,-61100,Parked Car,missing,Minor Damage,None,8,1,NO,2,0,YES,4200,N
290,45,1000,1311.3,0,FEMALE,chess,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,YES,0,0,YES,52650,Y
322,49,2000,1277.12,0,FEMALE,kayaking,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,missing,0,2,YES,42240,N
228,39,500,1388.62,0,FEMALE,reading,35200,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,10,1,YES,1,0,YES,59490,N
195,37,1000,1406.52,8000000,MALE,base-jumping,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,12,1,NO,0,2,NO,44200,Y
247,39,500,1558.29,0,FEMALE,reading,0,-49300,Vehicle Theft,missing,Trivial Damage,Police,5,1,YES,1,2,missing,7700,N
405,57,1000,1132.47,4000000,MALE,exercise,46300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,21,3,missing,2,3,missing,61440,N
144,37,2000,1896.91,0,FEMALE,sleeping,73700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,3,YES,1,3,NO,54400,Y
338,47,500,1143.46,4000000,MALE,polo,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,4,1,YES,2,1,missing,58560,N
121,34,500,1285.42,0,MALE,video-games,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,11,1,NO,1,1,NO,67300,Y
398,55,2000,1305.26,0,MALE,skydiving,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,missing,1,3,YES,36740,Y
9,30,1000,1073.83,0,FEMALE,dancing,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,12,1,missing,0,0,NO,85690,N
115,31,1000,1051.67,0,FEMALE,bungie-jumping,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,YES,0,3,NO,34160,Y
280,48,1000,1387.35,0,MALE,paintball,0,-72000,Single Vehicle Collision,Front Collision,Minor Damage,Fire,16,1,NO,2,2,missing,61320,N
254,45,500,1083.64,0,MALE,paintball,59800,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,19,3,YES,0,0,missing,79680,N
141,30,1000,1851.78,0,FEMALE,exercise,78800,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,13,1,NO,1,0,YES,61740,N
441,55,500,1270.29,4000000,MALE,exercise,24000,-50500,Parked Car,missing,Minor Damage,None,4,1,NO,0,0,NO,6400,N
381,55,500,1459.99,0,FEMALE,chess,35900,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,YES,1,2,YES,60600,N
191,38,2000,1253.44,0,FEMALE,sleeping,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,19,3,NO,2,0,NO,56320,N
145,34,1000,1142.48,0,FEMALE,sleeping,0,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,18,1,YES,2,0,NO,52250,N
479,60,1000,1188.45,0,FEMALE,camping,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,9,2,missing,0,3,missing,53900,N
215,35,1000,1125.4,0,MALE,yachting,40000,-43400,Vehicle Theft,missing,Trivial Damage,None,6,1,missing,2,1,NO,2640,N
41,33,500,1294.41,0,MALE,sleeping,0,0,Vehicle Theft,missing,Minor Damage,None,8,1,YES,0,0,missing,8970,N
45,31,500,1459.5,0,MALE,movies,0,0,Parked Car,missing,Minor Damage,None,6,1,missing,1,3,missing,6000,N
156,38,500,1367.99,0,MALE,board-games,26500,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,23,3,missing,0,3,missing,55200,Y
246,45,500,1594.37,0,MALE,board-games,0,0,Parked Car,missing,Trivial Damage,None,13,1,NO,0,3,YES,7260,N
178,39,500,1035.99,0,FEMALE,sleeping,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,3,3,NO,2,0,missing,64680,N
237,43,500,911.53,0,FEMALE,basketball,53200,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,23,1,NO,0,1,NO,59200,N
127,34,500,1319.97,0,FEMALE,paintball,73700,0,Vehicle Theft,missing,Minor Damage,None,8,1,YES,1,3,missing,4700,N
1,33,2000,1391.63,0,MALE,video-games,61200,0,Single Vehicle Collision,Side Collision,Total Loss,Other,23,1,YES,0,3,NO,69400,N
5,21,500,915.41,5000000,FEMALE,sleeping,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,23,1,YES,0,0,NO,40500,N
64,28,1000,1468.82,0,MALE,skydiving,56800,-51800,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,9,3,NO,2,1,NO,60000,N
142,30,500,1412.76,0,MALE,basketball,66400,-63700,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,YES,2,3,NO,67320,N
97,27,500,1588.26,0,FEMALE,movies,56700,-49300,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,YES,2,1,YES,75690,N
121,31,1000,1140.91,0,MALE,paintball,51300,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,15,3,NO,1,2,missing,64300,Y
225,43,1000,1517.54,0,MALE,camping,0,-20900,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,NO,2,0,YES,64400,N
425,53,2000,912.29,0,FEMALE,paintball,42900,-39100,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,17,3,missing,1,2,missing,97080,N
285,44,2000,1144.3,0,MALE,base-jumping,52600,0,Vehicle Theft,missing,Minor Damage,Police,3,1,YES,1,0,missing,5500,N
192,38,1000,1281.43,0,FEMALE,skydiving,65100,-50300,Multi-vehicle Collision,Rear Collision,Total Loss,Other,10,3,missing,0,2,NO,30700,N
285,48,2000,1101.85,0,FEMALE,dancing,46100,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,9,1,NO,1,2,YES,33480,N
98,26,2000,1082.1,0,MALE,kayaking,0,-30900,Multi-vehicle Collision,Front Collision,Total Loss,Police,13,2,missing,0,1,YES,65430,N
175,36,500,1185.44,0,MALE,kayaking,44900,-52500,Multi-vehicle Collision,Rear Collision,Major Damage,Police,15,3,YES,2,1,YES,42680,Y
259,45,2000,1175.07,0,MALE,movies,30100,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,missing,1,1,NO,87780,N
140,36,2000,979.26,0,FEMALE,cross-fit,0,-67000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,4,YES,0,2,YES,72800,N
231,37,500,920.81,0,FEMALE,chess,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,14,1,YES,2,0,missing,71190,Y
186,38,500,922.85,0,MALE,golf,70300,-70900,Vehicle Theft,missing,Trivial Damage,None,7,1,missing,1,1,YES,3600,N
229,41,2000,1107.59,3000000,MALE,chess,65400,0,Single Vehicle Collision,Side Collision,Major Damage,Other,23,1,NO,1,3,NO,62640,N
180,36,500,1272.46,0,MALE,exercise,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,7,3,YES,2,1,missing,69630,N
188,33,1000,1340.24,0,MALE,chess,0,-68800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,8,3,YES,1,0,missing,76010,Y
214,40,1000,1648.0,0,MALE,base-jumping,57700,-43500,Single Vehicle Collision,Rear Collision,Total Loss,Other,17,1,NO,1,0,YES,44220,N
178,38,500,1381.14,0,FEMALE,camping,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,NO,0,3,NO,57200,N
55,35,500,1198.44,8000000,MALE,polo,0,0,Vehicle Theft,missing,Minor Damage,Police,9,1,NO,0,3,NO,3080,N
