months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_hobbies,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount
57,25,2000,1143.06,0,FEMALE,dancing,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,0,1,YES,72900
458,61,1000,1328.18,0,FEMALE,bungie-jumping,53000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,2,1,NO,56340
101,29,500,1380.89,0,MALE,dancing,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,missing,2,1,missing,67210
421,57,2000,1206.26,0,FEMALE,bungie-jumping,69900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,22,3,YES,0,0,NO,78500
339,49,2000,1570.77,0,MALE,paintball,98800,-65300,Vehicle Theft,missing,Minor Damage,None,13,1,NO,0,3,NO,6820
36,37,1000,1115.81,0,FEMALE,reading,0,-59800,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,missing,48780
101,26,1000,1371.88,0,FEMALE,reading,0,0,Parked Car,missing,Trivial Damage,None,4,1,missing,2,2,missing,3190
120,35,1000,1425.54,0,FEMALE,bungie-jumping,78300,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,22,3,NO,2,0,NO,51210
58,23,2000,1471.44,5000000,MALE,reading,57500,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,NO,2,1,NO,50380
319,47,500,1307.11,0,MALE,dancing,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,22,3,NO,0,2,missing,59730
244,40,2000,1304.67,7000000,MALE,base-jumping,0,-45000,Multi-vehicle Collision,Side Collision,Minor Damage,Police,5,3,missing,1,1,missing,61490
124,28,1000,1235.14,0,MALE,camping,0,-32100,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,3,missing,0,1,missing,60200
193,41,500,847.03,0,FEMALE,skydiving,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,1,1,missing,1,0,YES,112320
243,44,500,809.11,0,MALE,polo,33200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,3,missing,2,1,YES,51400
284,48,1000,1168.8,0,FEMALE,movies,0,-42400,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,missing,0,3,YES,35750
308,47,1000,1013.61,6000000,FEMALE,movies,45700,-41400,Parked Car,missing,Minor Damage,None,7,1,missing,1,1,YES,5590
460,57,2000,1567.37,0,FEMALE,skydiving,62500,0,Single Vehicle Collision,Front Collision,Major Damage,Other,10,1,missing,2,3,NO,58300
392,50,2000,1108.97,0,FEMALE,exercise,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,4,1,NO,2,2,YES,108030
89,32,2000,1482.53,0,FEMALE,kayaking,49100,-45100,Parked Car,missing,Trivial Damage,Police,5,1,YES,1,2,missing,100
448,57,2000,1376.16,0,FEMALE,hiking,38600,-50300,Multi-vehicle Collision,Front Collision,Major Damage,Police,10,3,NO,2,1,missing,47760
440,61,500,1050.76,0,MALE,movies,41500,-70200,Single Vehicle Collision,Side Collision,Major Damage,Fire,21,1,missing,2,3,NO,53640
210,37,500,1467.76,0,FEMALE,hiking,38700,-33100,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,8,1,missing,1,3,YES,63300
285,42,500,1389.13,0,MALE,golf,63100,-79400,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,NO,0,3,missing,52700
396,57,1000,1366.39,0,MALE,exercise,0,-22400,Multi-vehicle Collision,Front Collision,Major Damage,Other,22,3,YES,2,1,NO,52560
266,44,500,1611.83,0,MALE,movies,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,4,1,missing,1,2,YES,32800
176,36,500,1865.83,5000000,MALE,kayaking,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,missing,2,1,YES,47300
288,45,1000,1046.71,0,MALE,polo,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,4,3,missing,2,1,missing,48060
407,55,1000,1250.08,5000000,FEMALE,bungie-jumping,0,-57700,Multi-vehicle Collision,Side Collision,Total Loss,Police,0,3,missing,2,3,YES,68160
267,40,500,1155.53,5000000,MALE,camping,0,-35200,Parked Car,missing,Trivial Damage,Police,5,1,missing,0,2,NO,5670
449,57,2000,1440.68,0,MALE,movies,25000,0,Parked Car,missing,Minor Damage,None,8,1,YES,0,1,YES,5390
463,59,1000,979.73,0,FEMALE,yachting,51700,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,2,missing,1,2,NO,72400
230,39,1000,904.7,7000000,FEMALE,bungie-jumping,68600,-22300,Single Vehicle Collision,Front Collision,Major Damage,Fire,0,1,missing,1,3,NO,74200
174,36,2000,1278.75,0,FEMALE,paintball,53200,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,21,3,missing,2,2,NO,65400
320,48,2000,1730.49,7000000,MALE,hiking,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,13,3,NO,2,0,NO,56160
134,32,500,1612.43,0,FEMALE,yachting,36400,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,2,1,missing,2,1,YES,64240
405,55,500,878.19,0,MALE,golf,57100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,2,4,YES,0,2,NO,38640
107,32,500,1172.82,4000000,MALE,yachting,82100,0,Vehicle Theft,missing,Trivial Damage,Police,8,1,missing,1,3,NO,3900
130,34,500,1383.49,3000000,FEMALE,bungie-jumping,35100,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,missing,2,3,YES,67500
446,61,1000,1037.32,0,FEMALE,skydiving,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,missing,2,1,NO,80880
138,33,500,1362.87,5000000,FEMALE,paintball,56900,-56900,Single Vehicle Collision,Side Collision,Minor Damage,Other,6,1,NO,2,0,missing,95810
88,25,1000,1194.0,0,FEMALE,movies,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,6,1,YES,1,2,YES,66780
16,32,1000,968.46,0,MALE,chess,50800,-66200,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,0,3,missing,0,2,missing,59400
14,28,2000,1587.96,0,FEMALE,board-games,0,-26900,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,missing,2,1,YES,71280
286,41,500,1106.77,0,FEMALE,golf,45500,-62500,Parked Car,missing,Trivial Damage,Police,3,1,missing,2,0,NO,5000
458,59,1000,1685.69,0,FEMALE,hiking,31400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,23,1,missing,2,2,YES,71800
375,50,1000,1275.39,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,16,1,YES,2,3,NO,37280
110,28,1000,1573.93,0,MALE,movies,30400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,YES,0,2,missing,65040
113,29,2000,1091.73,0,MALE,golf,36100,-42300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,missing,0,2,YES,49950
32,38,500,1006.77,6000000,FEMALE,sleeping,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,3,YES,2,1,YES,70900
166,38,2000,1588.55,0,MALE,video-games,59600,-32100,Single Vehicle Collision,Side Collision,Total Loss,Other,8,1,NO,0,0,missing,40320
46,41,2000,998.19,0,FEMALE,video-games,43700,-66300,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,23,3,NO,1,3,missing,78600
161,38,2000,1133.85,0,MALE,exercise,60200,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,0,3,YES,2,2,YES,60480
370,55,2000,972.18,0,MALE,paintball,72700,-68200,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,20,3,NO,0,0,YES,71520
103,26,500,1354.83,0,MALE,sleeping,66300,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,14,2,NO,2,2,missing,40600
344,51,1000,959.83,0,FEMALE,paintball,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,18,3,missing,2,2,YES,75400
201,40,2000,1315.56,0,FEMALE,video-games,0,0,Vehicle Theft,missing,Minor Damage,Police,14,1,YES,0,0,YES,6820
97,27,500,1588.26,0,FEMALE,movies,56700,-49300,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,YES,2,1,YES,75690
360,51,1000,1152.12,0,MALE,hiking,0,-62400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,2,0,YES,90480
194,34,1000,1423.34,0,MALE,camping,55300,-37900,Vehicle Theft,missing,Minor Damage,None,0,1,YES,0,3,NO,9100
10,19,1000,1185.78,0,FEMALE,yachting,0,-60700,Single Vehicle Collision,Side Collision,Minor Damage,Police,5,1,missing,0,2,missing,48950
8,35,2000,1266.92,0,MALE,polo,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,3,NO,1,3,YES,71500
196,36,2000,1463.07,0,MALE,skydiving,0,0,Vehicle Theft,missing,Trivial Damage,Police,3,1,missing,1,1,NO,5300
295,42,2000,1641.73,5000000,MALE,chess,62400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,16,3,NO,0,0,NO,59130
473,58,2000,1131.4,0,FEMALE,movies,55700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,12,4,YES,0,0,NO,63120
411,56,1000,1595.28,0,FEMALE,exercise,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,missing,0,0,missing,38610
194,35,500,1416.24,0,FEMALE,golf,0,0,Parked Car,missing,Minor Damage,None,7,1,YES,1,0,missing,5940
280,48,1000,1387.35,0,MALE,paintball,0,-72000,Single Vehicle Collision,Front Collision,Minor Damage,Fire,16,1,NO,2,2,missing,61320
27,28,1000,1074.47,0,MALE,camping,0,0,Parked Car,missing,Trivial Damage,Police,4,1,missing,2,0,missing,3200
159,37,1000,894.4,0,MALE,camping,0,-53700,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,2,0,NO,70290
187,34,500,1232.57,0,FEMALE,polo,59500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,7,3,missing,0,0,missing,45100
257,43,2000,1322.1,0,MALE,golf,0,-29200,Parked Car,missing,Minor Damage,Police,4,1,YES,1,3,YES,9020
75,25,1000,1389.86,0,FEMALE,hiking,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,2,missing,2,3,YES,65100
106,30,500,538.17,0,FEMALE,reading,49700,-60200,Single Vehicle Collision,Rear Collision,Total Loss,Other,23,1,NO,2,2,NO,51120
405,58,500,1237.88,0,MALE,exercise,0,-46900,Single Vehicle Collision,Front Collision,Major Damage,Police,11,1,missing,0,0,missing,63580
124,32,1000,1310.71,0,FEMALE,kayaking,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,23,1,YES,0,1,NO,57700
65,27,1000,1164.97,0,FEMALE,exercise,43000,-42500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,17,1,missing,1,2,YES,42840
190,38,500,1246.03,0,MALE,movies,61900,-50000,Single Vehicle Collision,Side Collision,Total Loss,Other,14,1,YES,0,0,NO,45100
27,27,2000,1118.76,0,FEMALE,dancing,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,23,1,missing,1,3,missing,61560
180,36,500,1272.46,0,MALE,exercise,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,7,3,YES,2,1,missing,69630
264,43,2000,1353.33,0,MALE,video-games,0,-8500,Multi-vehicle Collision,Front Collision,Minor Damage,Police,9,3,YES,2,0,NO,95150
208,36,2000,1209.41,5000000,MALE,base-jumping,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,15,3,YES,0,1,missing,62810
222,41,2000,1055.53,0,FEMALE,cross-fit,37800,-50300,Single Vehicle Collision,Front Collision,Total Loss,Other,7,1,NO,0,2,NO,61290
37,25,1000,1221.17,0,FEMALE,golf,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,4,3,YES,0,0,YES,51030
123,28,2000,1836.02,0,MALE,movies,38000,-41200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,5,1,missing,2,1,YES,79800
162,35,2000,1124.69,0,FEMALE,bungie-jumping,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,14,1,YES,0,3,YES,54340
310,48,1000,845.16,0,FEMALE,base-jumping,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,21,1,YES,1,0,NO,55170
239,39,2000,625.08,0,FEMALE,hiking,44200,-37000,Single Vehicle Collision,Front Collision,Major Damage,Fire,10,1,NO,2,3,YES,87890
2,20,1000,1189.98,4000000,FEMALE,golf,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,NO,1,3,YES,48360
243,41,1000,1129.23,0,FEMALE,camping,17300,-60400,Single Vehicle Collision,Front Collision,Major Damage,Fire,1,1,missing,1,0,YES,50300
84,30,2000,1035.79,0,FEMALE,kayaking,44400,-51500,Single Vehicle Collision,Side Collision,Minor Damage,Police,9,1,NO,1,0,YES,57640
404,53,500,767.14,0,MALE,reading,25500,-36700,Parked Car,missing,Trivial Damage,Police,8,1,NO,0,1,NO,8800
275,45,2000,1447.77,0,FEMALE,camping,39400,-63900,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,8,3,YES,1,1,missing,64320
178,39,500,1035.99,0,FEMALE,sleeping,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,3,3,NO,2,0,missing,64680
479,60,2000,1304.83,0,FEMALE,cross-fit,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,18,1,NO,0,0,NO,60600
91,30,2000,1316.63,8000000,FEMALE,golf,43900,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,13,3,YES,2,0,missing,84500
65,23,1000,1099.95,0,FEMALE,dancing,0,-71900,Single Vehicle Collision,Side Collision,Major Damage,Other,14,1,NO,1,0,YES,52400
148,36,1000,1236.32,5000000,FEMALE,hiking,55100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,0,1,NO,2,0,NO,61050
233,37,2000,1603.42,0,FEMALE,video-games,61600,-30200,Single Vehicle Collision,Front Collision,Total Loss,Fire,17,1,YES,0,2,YES,80520
165,37,1000,1137.03,0,MALE,base-jumping,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,missing,2,2,YES,51590
157,31,500,1257.83,7000000,MALE,reading,40700,-41600,Multi-vehicle Collision,Rear Collision,Major Damage,Other,2,4,NO,2,2,NO,47700
287,41,2000,968.74,0,MALE,video-games,0,-49000,Vehicle Theft,missing,Trivial Damage,None,9,1,missing,2,3,missing,5170
153,34,1000,873.64,4000000,FEMALE,yachting,800,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,9,3,NO,2,1,missing,68400
218,43,500,1521.55,0,FEMALE,polo,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,missing,1,3,YES,68200
317,46,1000,1012.78,0,MALE,yachting,43700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,18,1,NO,2,1,NO,104610
61,26,2000,1188.28,6000000,FEMALE,skydiving,0,-53800,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,2,YES,1,0,NO,53820
54,35,500,1261.28,0,FEMALE,hiking,68500,-42100,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,21,3,YES,2,0,missing,79090
272,43,1000,1279.13,0,MALE,bungie-jumping,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,5,3,missing,1,2,YES,81070
143,31,500,1163.83,0,MALE,movies,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,21,4,YES,2,0,missing,76120
251,39,2000,1231.98,0,FEMALE,hiking,0,-31700,Single Vehicle Collision,Rear Collision,Minor Damage,Police,10,1,YES,0,0,missing,44240
103,33,1000,969.88,6000000,MALE,exercise,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,21,1,NO,1,0,YES,76920
211,38,1000,1055.09,0,FEMALE,video-games,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,12,1,missing,0,3,YES,91520
434,57,2000,1422.95,0,MALE,bungie-jumping,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,3,NO,1,3,NO,66240
4,39,1000,1326.98,6000000,FEMALE,reading,64200,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,14,3,YES,1,3,missing,54120
242,40,500,1238.65,0,FEMALE,bungie-jumping,0,-44600,Vehicle Theft,missing,Trivial Damage,Police,5,1,YES,1,1,NO,7480
285,44,2000,1144.3,0,MALE,base-jumping,52600,0,Vehicle Theft,missing,Minor Damage,Police,3,1,YES,1,0,missing,5500
35,35,2000,1117.42,0,FEMALE,kayaking,0,-51900,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,23,3,NO,2,2,NO,53190
231,37,500,920.81,0,FEMALE,chess,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,14,1,YES,2,0,missing,71190
177,33,1000,1609.67,0,MALE,yachting,0,-13200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,22,1,missing,1,3,missing,82800
20,23,1000,1711.72,0,FEMALE,base-jumping,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,21,3,NO,2,2,NO,63250
296,42,2000,1219.27,0,MALE,paintball,53100,-63400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,9,3,YES,1,2,NO,64080
245,40,500,885.08,0,FEMALE,skydiving,27000,-58900,Single Vehicle Collision,Front Collision,Total Loss,Other,0,1,YES,0,1,NO,85150
186,33,1000,1348.32,0,FEMALE,cross-fit,37600,-37600,Vehicle Theft,missing,Trivial Damage,Police,3,1,NO,2,1,missing,4730
297,48,1000,1464.73,3000000,MALE,golf,54900,-36700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,missing,0,0,NO,51480
126,30,2000,916.13,0,MALE,golf,55300,-58400,Multi-vehicle Collision,Rear Collision,Total Loss,Police,16,3,YES,2,0,NO,74160
76,31,500,1493.5,5000000,FEMALE,movies,39900,-44000,Vehicle Theft,missing,Minor Damage,Police,7,1,NO,2,1,NO,8030
96,27,1000,1631.1,0,FEMALE,exercise,0,0,Parked Car,missing,Trivial Damage,Police,4,1,missing,1,2,NO,6030
230,37,1000,1060.74,0,MALE,reading,0,-51500,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,15,1,YES,2,3,missing,49100
81,28,1000,1139.0,6000000,FEMALE,sleeping,42400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,0,3,missing,1,2,missing,44730
106,31,2000,1320.75,0,FEMALE,video-games,54100,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,missing,0,3,YES,45630
128,35,1000,1074.99,0,FEMALE,bungie-jumping,0,-48800,Vehicle Theft,missing,Trivial Damage,Police,16,1,missing,2,0,missing,7590
427,60,1000,1178.61,7000000,MALE,board-games,0,-54400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,23,1,YES,1,2,YES,90860
169,36,500,1616.26,0,MALE,yachting,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,2,3,missing,77440
99,28,500,1330.39,0,MALE,basketball,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,3,1,NO,2,2,YES,49900
225,43,1000,1517.54,0,MALE,camping,0,-20900,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,NO,2,0,YES,64400
446,61,1000,1232.79,0,FEMALE,reading,49900,-62100,Single Vehicle Collision,Rear Collision,Minor Damage,Other,3,1,YES,2,0,YES,70500
199,41,1000,895.83,0,FEMALE,paintball,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,10,1,NO,1,2,NO,30100
192,38,1000,1281.43,0,FEMALE,skydiving,65100,-50300,Multi-vehicle Collision,Rear Collision,Total Loss,Other,10,3,missing,0,2,NO,30700
428,54,2000,1506.21,0,MALE,kayaking,0,-24400,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,16,3,NO,1,0,missing,76560
289,49,2000,1222.48,0,FEMALE,golf,0,0,Parked Car,missing,Minor Damage,None,16,1,NO,1,1,YES,5330
