months_as_customer,umbrella_limit,insured_sex,insured_hobbies,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,policy_deductable_groups,age_groups,policy_annual_premium_groups
280,0,MALE,camping,57900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,0,3,YES,1,2,NO,84720,501-1000,41-45,medium
212,0,MALE,video-games,35400,-49200,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,missing,1,3,missing,50380,1501-2000,31-35,medium
282,0,MALE,video-games,75800,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,19,1,NO,1,2,NO,46800,0-500,41-45,medium
191,0,MALE,movies,45000,-30400,Vehicle Theft,missing,Minor Damage,None,3,1,YES,1,1,NO,2250,1501-2000,31-35,high
402,0,MALE,board-games,48000,-79600,Single Vehicle Collision,Rear Collision,Major Damage,Other,19,1,NO,0,2,YES,67770,1501-2000,51-55,medium
236,4000000,FEMALE,reading,0,-63900,Parked Car,missing,Minor Damage,Police,17,1,YES,0,0,missing,8700,501-1000,36-40,medium
19,0,MALE,hiking,42900,-90200,Vehicle Theft,missing,Minor Damage,Police,8,1,YES,1,1,YES,7040,501-1000,31-35,medium
211,0,MALE,camping,76000,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,2,1,YES,0,1,missing,52030,1501-2000,31-35,medium
186,0,FEMALE,exercise,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,2,YES,55600,1501-2000,36-40,high
330,0,MALE,skydiving,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,10,1,YES,1,3,missing,59500,501-1000,46-50,high
380,0,MALE,cross-fit,66000,0,Single Vehicle Collision,Side Collision,Total Loss,Police,10,1,missing,0,1,YES,58160,501-1000,56-60,high
96,5000000,MALE,hiking,47500,-58700,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,2,3,YES,55400,501-1000,26-30,medium
104,0,MALE,kayaking,31900,-44600,Multi-vehicle Collision,Rear Collision,Total Loss,Police,23,3,YES,1,3,YES,63570,0-500,31-35,medium
13,0,MALE,golf,0,-75000,Multi-vehicle Collision,Side Collision,Total Loss,Police,19,3,YES,2,0,YES,94930,501-1000,21-25,high
237,0,FEMALE,basketball,53200,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,23,1,NO,0,1,NO,59200,0-500,41-45,low
235,4000000,FEMALE,dancing,38400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,22,1,YES,2,2,missing,87010,0-500,41-45,medium
195,0,FEMALE,camping,57800,-53300,Multi-vehicle Collision,Front Collision,Total Loss,Fire,14,3,YES,2,3,YES,68970,1501-2000,36-40,medium
325,0,FEMALE,hiking,61500,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,11,1,YES,0,3,NO,72930,501-1000,46-50,high
63,0,FEMALE,movies,0,0,Vehicle Theft,missing,Minor Damage,Police,7,1,NO,2,0,NO,6120,1501-2000,21-25,high
163,0,MALE,cross-fit,55700,-49900,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,1,1,YES,2,1,NO,51390,501-1000,36-40,high
435,0,MALE,movies,0,-40000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,19,3,missing,1,1,YES,41490,1501-2000,56-60,medium
158,3000000,MALE,movies,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,4,3,NO,0,1,NO,36400,501-1000,31-35,high
57,0,FEMALE,dancing,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,0,1,YES,72900,1501-2000,21-25,medium
458,0,FEMALE,bungie-jumping,53000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,2,1,NO,56340,501-1000,61-65,medium
101,0,MALE,dancing,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,missing,2,1,missing,67210,0-500,26-30,medium
421,0,FEMALE,bungie-jumping,69900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,22,3,YES,0,0,NO,78500,1501-2000,56-60,medium
339,0,MALE,paintball,98800,-65300,Vehicle Theft,missing,Minor Damage,None,13,1,NO,0,3,NO,6820,1501-2000,46-50,high
36,0,FEMALE,reading,0,-59800,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,missing,48780,501-1000,36-40,medium
101,0,FEMALE,reading,0,0,Parked Car,missing,Trivial Damage,None,4,1,missing,2,2,missing,3190,501-1000,26-30,medium
120,0,FEMALE,bungie-jumping,78300,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,22,3,NO,2,0,NO,51210,501-1000,31-35,medium
58,5000000,MALE,reading,57500,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,NO,2,1,NO,50380,1501-2000,21-25,medium
319,0,MALE,dancing,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,22,3,NO,0,2,missing,59730,0-500,46-50,medium
244,7000000,MALE,base-jumping,0,-45000,Multi-vehicle Collision,Side Collision,Minor Damage,Police,5,3,missing,1,1,missing,61490,1501-2000,36-40,medium
124,0,MALE,camping,0,-32100,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,3,missing,0,1,missing,60200,501-1000,26-30,medium
193,0,FEMALE,skydiving,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,1,1,missing,1,0,YES,112320,0-500,41-45,low
243,0,MALE,polo,33200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,3,missing,2,1,YES,51400,0-500,41-45,low
284,0,FEMALE,movies,0,-42400,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,missing,0,3,YES,35750,501-1000,46-50,medium
308,6000000,FEMALE,movies,45700,-41400,Parked Car,missing,Minor Damage,None,7,1,missing,1,1,YES,5590,501-1000,46-50,medium
460,0,FEMALE,skydiving,62500,0,Single Vehicle Collision,Front Collision,Major Damage,Other,10,1,missing,2,3,NO,58300,1501-2000,56-60,high
392,0,FEMALE,exercise,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,4,1,NO,2,2,YES,108030,1501-2000,46-50,medium
89,0,FEMALE,kayaking,49100,-45100,Parked Car,missing,Trivial Damage,Police,5,1,YES,1,2,missing,100,1501-2000,31-35,medium
448,0,FEMALE,hiking,38600,-50300,Multi-vehicle Collision,Front Collision,Major Damage,Police,10,3,NO,2,1,missing,47760,1501-2000,56-60,medium
440,0,MALE,movies,41500,-70200,Single Vehicle Collision,Side Collision,Major Damage,Fire,21,1,missing,2,3,NO,53640,0-500,61-65,medium
210,0,FEMALE,hiking,38700,-33100,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,8,1,missing,1,3,YES,63300,0-500,36-40,medium
285,0,MALE,golf,63100,-79400,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,NO,0,3,missing,52700,0-500,41-45,medium
396,0,MALE,exercise,0,-22400,Multi-vehicle Collision,Front Collision,Major Damage,Other,22,3,YES,2,1,NO,52560,501-1000,56-60,medium
266,0,MALE,movies,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,4,1,missing,1,2,YES,32800,0-500,41-45,high
176,5000000,MALE,kayaking,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,missing,2,1,YES,47300,0-500,36-40,high
288,0,MALE,polo,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,4,3,missing,2,1,missing,48060,501-1000,41-45,medium
407,5000000,FEMALE,bungie-jumping,0,-57700,Multi-vehicle Collision,Side Collision,Total Loss,Police,0,3,missing,2,3,YES,68160,501-1000,51-55,medium
267,5000000,MALE,camping,0,-35200,Parked Car,missing,Trivial Damage,Police,5,1,missing,0,2,NO,5670,0-500,36-40,medium
449,0,MALE,movies,25000,0,Parked Car,missing,Minor Damage,None,8,1,YES,0,1,YES,5390,1501-2000,56-60,medium
463,0,FEMALE,yachting,51700,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,2,missing,1,2,NO,72400,501-1000,56-60,low
230,7000000,FEMALE,bungie-jumping,68600,-22300,Single Vehicle Collision,Front Collision,Major Damage,Fire,0,1,missing,1,3,NO,74200,501-1000,36-40,low
174,0,FEMALE,paintball,53200,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,21,3,missing,2,2,NO,65400,1501-2000,36-40,medium
320,7000000,MALE,hiking,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,13,3,NO,2,0,NO,56160,1501-2000,46-50,high
134,0,FEMALE,yachting,36400,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,2,1,missing,2,1,YES,64240,0-500,31-35,high
405,0,MALE,golf,57100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,2,4,YES,0,2,NO,38640,0-500,51-55,low
107,4000000,MALE,yachting,82100,0,Vehicle Theft,missing,Trivial Damage,Police,8,1,missing,1,3,NO,3900,0-500,31-35,medium
130,3000000,FEMALE,bungie-jumping,35100,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,missing,2,3,YES,67500,0-500,31-35,medium
446,0,FEMALE,skydiving,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,missing,2,1,NO,80880,501-1000,61-65,medium
138,5000000,FEMALE,paintball,56900,-56900,Single Vehicle Collision,Side Collision,Minor Damage,Other,6,1,NO,2,0,missing,95810,0-500,31-35,medium
88,0,FEMALE,movies,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,6,1,YES,1,2,YES,66780,501-1000,21-25,medium
16,0,MALE,chess,50800,-66200,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,0,3,missing,0,2,missing,59400,501-1000,31-35,low
14,0,FEMALE,board-games,0,-26900,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,missing,2,1,YES,71280,1501-2000,26-30,high
286,0,FEMALE,golf,45500,-62500,Parked Car,missing,Trivial Damage,Police,3,1,missing,2,0,NO,5000,0-500,41-45,medium
458,0,FEMALE,hiking,31400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,23,1,missing,2,2,YES,71800,501-1000,56-60,high
375,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,16,1,YES,2,3,NO,37280,501-1000,46-50,medium
110,0,MALE,movies,30400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,YES,0,2,missing,65040,501-1000,26-30,high
113,0,MALE,golf,36100,-42300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,missing,0,2,YES,49950,1501-2000,26-30,medium
32,6000000,FEMALE,sleeping,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,3,YES,2,1,YES,70900,0-500,36-40,medium
166,0,MALE,video-games,59600,-32100,Single Vehicle Collision,Side Collision,Total Loss,Other,8,1,NO,0,0,missing,40320,1501-2000,36-40,high
46,0,FEMALE,video-games,43700,-66300,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,23,3,NO,1,3,missing,78600,1501-2000,41-45,low
161,0,MALE,exercise,60200,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,0,3,YES,2,2,YES,60480,1501-2000,36-40,medium
370,0,MALE,paintball,72700,-68200,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,20,3,NO,0,0,YES,71520,1501-2000,51-55,low
103,0,MALE,sleeping,66300,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,14,2,NO,2,2,missing,40600,0-500,26-30,medium
344,0,FEMALE,paintball,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,18,3,missing,2,2,YES,75400,501-1000,51-55,low
201,0,FEMALE,video-games,0,0,Vehicle Theft,missing,Minor Damage,Police,14,1,YES,0,0,YES,6820,1501-2000,36-40,medium
97,0,FEMALE,movies,56700,-49300,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,YES,2,1,YES,75690,0-500,26-30,high
360,0,MALE,hiking,0,-62400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,2,0,YES,90480,501-1000,51-55,medium
194,0,MALE,camping,55300,-37900,Vehicle Theft,missing,Minor Damage,None,0,1,YES,0,3,NO,9100,501-1000,31-35,medium
10,0,FEMALE,yachting,0,-60700,Single Vehicle Collision,Side Collision,Minor Damage,Police,5,1,missing,0,2,missing,48950,501-1000,15-20,medium
8,0,MALE,polo,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,3,NO,1,3,YES,71500,1501-2000,31-35,medium
196,0,MALE,skydiving,0,0,Vehicle Theft,missing,Trivial Damage,Police,3,1,missing,1,1,NO,5300,1501-2000,36-40,medium
295,5000000,MALE,chess,62400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,16,3,NO,0,0,NO,59130,1501-2000,41-45,high
473,0,FEMALE,movies,55700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,12,4,YES,0,0,NO,63120,1501-2000,56-60,medium
411,0,FEMALE,exercise,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,missing,0,0,missing,38610,501-1000,56-60,high
194,0,FEMALE,golf,0,0,Parked Car,missing,Minor Damage,None,7,1,YES,1,0,missing,5940,0-500,31-35,medium
280,0,MALE,paintball,0,-72000,Single Vehicle Collision,Front Collision,Minor Damage,Fire,16,1,NO,2,2,missing,61320,501-1000,46-50,medium
27,0,MALE,camping,0,0,Parked Car,missing,Trivial Damage,Police,4,1,missing,2,0,missing,3200,501-1000,26-30,medium
159,0,MALE,camping,0,-53700,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,2,0,NO,70290,501-1000,36-40,low
187,0,FEMALE,polo,59500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,7,3,missing,0,0,missing,45100,0-500,31-35,medium
257,0,MALE,golf,0,-29200,Parked Car,missing,Minor Damage,Police,4,1,YES,1,3,YES,9020,1501-2000,41-45,medium
75,0,FEMALE,hiking,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,2,missing,2,3,YES,65100,501-1000,21-25,medium
106,0,FEMALE,reading,49700,-60200,Single Vehicle Collision,Rear Collision,Total Loss,Other,23,1,NO,2,2,NO,51120,0-500,26-30,low
405,0,MALE,exercise,0,-46900,Single Vehicle Collision,Front Collision,Major Damage,Police,11,1,missing,0,0,missing,63580,0-500,56-60,medium
124,0,FEMALE,kayaking,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,23,1,YES,0,1,NO,57700,501-1000,31-35,medium
65,0,FEMALE,exercise,43000,-42500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,17,1,missing,1,2,YES,42840,501-1000,26-30,medium
190,0,MALE,movies,61900,-50000,Single Vehicle Collision,Side Collision,Total Loss,Other,14,1,YES,0,0,NO,45100,0-500,36-40,medium
27,0,FEMALE,dancing,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,23,1,missing,1,3,missing,61560,1501-2000,26-30,medium
180,0,MALE,exercise,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,7,3,YES,2,1,missing,69630,0-500,36-40,medium
264,0,MALE,video-games,0,-8500,Multi-vehicle Collision,Front Collision,Minor Damage,Police,9,3,YES,2,0,NO,95150,1501-2000,41-45,medium
208,5000000,MALE,base-jumping,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,15,3,YES,0,1,missing,62810,1501-2000,36-40,medium
222,0,FEMALE,cross-fit,37800,-50300,Single Vehicle Collision,Front Collision,Total Loss,Other,7,1,NO,0,2,NO,61290,1501-2000,41-45,medium
37,0,FEMALE,golf,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,4,3,YES,0,0,YES,51030,501-1000,21-25,medium
123,0,MALE,movies,38000,-41200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,5,1,missing,2,1,YES,79800,1501-2000,26-30,high
162,0,FEMALE,bungie-jumping,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,14,1,YES,0,3,YES,54340,1501-2000,31-35,medium
310,0,FEMALE,base-jumping,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,21,1,YES,1,0,NO,55170,501-1000,46-50,low
239,0,FEMALE,hiking,44200,-37000,Single Vehicle Collision,Front Collision,Major Damage,Fire,10,1,NO,2,3,YES,87890,1501-2000,36-40,low
2,4000000,FEMALE,golf,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,NO,1,3,YES,48360,501-1000,15-20,medium
243,0,FEMALE,camping,17300,-60400,Single Vehicle Collision,Front Collision,Major Damage,Fire,1,1,missing,1,0,YES,50300,501-1000,41-45,medium
84,0,FEMALE,kayaking,44400,-51500,Single Vehicle Collision,Side Collision,Minor Damage,Police,9,1,NO,1,0,YES,57640,1501-2000,26-30,medium
404,0,MALE,reading,25500,-36700,Parked Car,missing,Trivial Damage,Police,8,1,NO,0,1,NO,8800,0-500,51-55,low
275,0,FEMALE,camping,39400,-63900,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,8,3,YES,1,1,missing,64320,1501-2000,41-45,medium
178,0,FEMALE,sleeping,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,3,3,NO,2,0,missing,64680,0-500,36-40,medium
479,0,FEMALE,cross-fit,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,18,1,NO,0,0,NO,60600,1501-2000,56-60,medium
91,8000000,FEMALE,golf,43900,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,13,3,YES,2,0,missing,84500,1501-2000,26-30,medium
65,0,FEMALE,dancing,0,-71900,Single Vehicle Collision,Side Collision,Major Damage,Other,14,1,NO,1,0,YES,52400,501-1000,21-25,medium
148,5000000,FEMALE,hiking,55100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,0,1,NO,2,0,NO,61050,501-1000,36-40,medium
233,0,FEMALE,video-games,61600,-30200,Single Vehicle Collision,Front Collision,Total Loss,Fire,17,1,YES,0,2,YES,80520,1501-2000,36-40,high
165,0,MALE,base-jumping,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,missing,2,2,YES,51590,501-1000,36-40,medium
157,7000000,MALE,reading,40700,-41600,Multi-vehicle Collision,Rear Collision,Major Damage,Other,2,4,NO,2,2,NO,47700,0-500,31-35,medium
287,0,MALE,video-games,0,-49000,Vehicle Theft,missing,Trivial Damage,None,9,1,missing,2,3,missing,5170,1501-2000,41-45,low
153,4000000,FEMALE,yachting,800,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,9,3,NO,2,1,missing,68400,501-1000,31-35,low
218,0,FEMALE,polo,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,missing,1,3,YES,68200,0-500,41-45,high
317,0,MALE,yachting,43700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,18,1,NO,2,1,NO,104610,501-1000,46-50,medium
61,6000000,FEMALE,skydiving,0,-53800,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,16,2,YES,1,0,NO,53820,1501-2000,26-30,medium
54,0,FEMALE,hiking,68500,-42100,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,21,3,YES,2,0,missing,79090,0-500,31-35,medium
272,0,MALE,bungie-jumping,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,5,3,missing,1,2,YES,81070,501-1000,41-45,medium
143,0,MALE,movies,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,21,4,YES,2,0,missing,76120,0-500,31-35,medium
251,0,FEMALE,hiking,0,-31700,Single Vehicle Collision,Rear Collision,Minor Damage,Police,10,1,YES,0,0,missing,44240,1501-2000,36-40,medium
103,6000000,MALE,exercise,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,21,1,NO,1,0,YES,76920,501-1000,31-35,low
211,0,FEMALE,video-games,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,12,1,missing,0,3,YES,91520,501-1000,36-40,medium
434,0,MALE,bungie-jumping,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,3,NO,1,3,NO,66240,1501-2000,56-60,medium
4,6000000,FEMALE,reading,64200,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,14,3,YES,1,3,missing,54120,501-1000,36-40,medium
242,0,FEMALE,bungie-jumping,0,-44600,Vehicle Theft,missing,Trivial Damage,Police,5,1,YES,1,1,NO,7480,0-500,36-40,medium
285,0,MALE,base-jumping,52600,0,Vehicle Theft,missing,Minor Damage,Police,3,1,YES,1,0,missing,5500,1501-2000,41-45,medium
35,0,FEMALE,kayaking,0,-51900,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,23,3,NO,2,2,NO,53190,1501-2000,31-35,medium
231,0,FEMALE,chess,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,14,1,YES,2,0,missing,71190,0-500,36-40,low
177,0,MALE,yachting,0,-13200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,22,1,missing,1,3,missing,82800,501-1000,31-35,high
20,0,FEMALE,base-jumping,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,21,3,NO,2,2,NO,63250,501-1000,21-25,high
296,0,MALE,paintball,53100,-63400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,9,3,YES,1,2,NO,64080,1501-2000,41-45,medium
245,0,FEMALE,skydiving,27000,-58900,Single Vehicle Collision,Front Collision,Total Loss,Other,0,1,YES,0,1,NO,85150,0-500,36-40,low
186,0,FEMALE,cross-fit,37600,-37600,Vehicle Theft,missing,Trivial Damage,Police,3,1,NO,2,1,missing,4730,501-1000,31-35,medium
297,3000000,MALE,golf,54900,-36700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,missing,0,0,NO,51480,501-1000,46-50,medium
126,0,MALE,golf,55300,-58400,Multi-vehicle Collision,Rear Collision,Total Loss,Police,16,3,YES,2,0,NO,74160,1501-2000,26-30,low
76,5000000,FEMALE,movies,39900,-44000,Vehicle Theft,missing,Minor Damage,Police,7,1,NO,2,1,NO,8030,0-500,31-35,medium
96,0,FEMALE,exercise,0,0,Parked Car,missing,Trivial Damage,Police,4,1,missing,1,2,NO,6030,501-1000,26-30,high
230,0,MALE,reading,0,-51500,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,15,1,YES,2,3,missing,49100,501-1000,36-40,medium
81,6000000,FEMALE,sleeping,42400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,0,3,missing,1,2,missing,44730,501-1000,26-30,medium
106,0,FEMALE,video-games,54100,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,missing,0,3,YES,45630,1501-2000,31-35,medium
128,0,FEMALE,bungie-jumping,0,-48800,Vehicle Theft,missing,Trivial Damage,Police,16,1,missing,2,0,missing,7590,501-1000,31-35,medium
427,7000000,MALE,board-games,0,-54400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,23,1,YES,1,2,YES,90860,501-1000,56-60,medium
169,0,MALE,yachting,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,2,3,missing,77440,0-500,36-40,high
99,0,MALE,basketball,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,3,1,NO,2,2,YES,49900,0-500,26-30,medium
225,0,MALE,camping,0,-20900,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,NO,2,0,YES,64400,501-1000,41-45,high
446,0,FEMALE,reading,49900,-62100,Single Vehicle Collision,Rear Collision,Minor Damage,Other,3,1,YES,2,0,YES,70500,501-1000,61-65,medium
199,0,FEMALE,paintball,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,10,1,NO,1,2,NO,30100,501-1000,41-45,low
192,0,FEMALE,skydiving,65100,-50300,Multi-vehicle Collision,Rear Collision,Total Loss,Other,10,3,missing,0,2,NO,30700,501-1000,36-40,medium
428,0,MALE,kayaking,0,-24400,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,16,3,NO,1,0,missing,76560,1501-2000,51-55,high
289,0,FEMALE,golf,0,0,Parked Car,missing,Minor Damage,None,16,1,NO,1,1,YES,5330,1501-2000,46-50,medium
